"icao","delivery","ground","tower","departure","approach","center"
"CPK9",\N,\N,\N,\N,\N,\N
"CPL3",\N,\N,\N,\N,\N,\N
"CPM5",\N,\N,\N,\N,\N,\N
"CPP3",\N,\N,\N,\N,\N,\N
"CPP6",\N,\N,\N,\N,\N,\N
"CPR2",\N,\N,\N,\N,\N,\N
"CPR3",\N,\N,\N,\N,\N,\N
"CPR5",\N,\N,\N,\N,\N,\N
"CPR7",\N,\N,\N,\N,\N,\N
"CPR9",\N,\N,\N,\N,\N,\N
"CPS2",\N,\N,\N,\N,\N,\N
"CPS4",\N,\N,\N,\N,\N,\N
"CPT2",\N,\N,\N,\N,\N,\N
"CPT3",\N,\N,\N,\N,\N,\N
"CPU3",\N,\N,\N,\N,\N,\N
"CPU6",\N,\N,\N,\N,\N,\N
"CPV2",\N,\N,\N,\N,\N,\N
"CPY9",\N,\N,\N,\N,\N,\N
"CPZ3",\N,\N,\N,\N,\N,\N
"CRB2",\N,\N,\N,\N,\N,\N
"CRB5",\N,\N,\N,\N,\N,\N
"CRJ2",\N,\N,\N,\N,\N,\N
"CRL9",\N,\N,\N,\N,\N,\N
"CRML",\N,\N,\N,\N,\N,\N
"CRT2",\N,\N,\N,\N,\N,\N
"CSA",\N,\N,\N,\N,\N,\N
"CSA4",\N,\N,\N,\N,\N,\N
"CSB2",\N,\N,\N,\N,\N,\N
"CSB3",\N,\N,\N,\N,\N,\N
"CSC3",\N,\N,\N,\N,\N,\N
"CSC9",\N,\N,\N,\N,\N,\N
"CSD4",\N,\N,\N,\N,\N,\N
"CSD7",\N,\N,\N,\N,\N,\N
"CSE4",\N,\N,\N,\N,\N,\N
"CSE5",\N,\N,\N,\N,\N,\N
"CSG3",\N,\N,\N,\N,\N,\N
"CSG5",\N,\N,\N,\N,\N,\N
"CSH4",\N,\N,\N,\N,\N,\N
"CSH8",\N,\N,\N,\N,\N,\N
"CSJ4",\N,\N,\N,\N,\N,\N
"CSL3",\N,\N,\N,\N,\N,\N
"CSL7",\N,\N,\N,\N,\N,\N
"CSL8",\N,\N,\N,\N,\N,\N
"CSM3",\N,\N,\N,\N,\N,\N
"CSP6",\N,\N,\N,\N,\N,\N
"CSQ3",\N,\N,\N,\N,\N,\N
"CSR3",\N,\N,\N,\N,\N,\N
"CSR8",\N,\N,\N,\N,\N,\N
"CST3",\N,\N,\N,\N,\N,\N
"CST7",\N,\N,\N,\N,\N,\N
"CSU3",\N,\N,\N,\N,\N,\N
"CSV8",\N,\N,\N,\N,\N,\N
"CSW5",\N,\N,\N,\N,\N,\N
"CSY3",\N,\N,\N,\N,\N,\N
"CTA4",\N,\N,\N,\N,\N,\N
"CTD3",\N,\N,\N,\N,\N,\N
"CTF4",\N,\N,\N,\N,\N,\N
"CTG3",\N,\N,\N,\N,\N,\N
"CTH2",\N,\N,\N,\N,\N,\N
"CTH8",\N,\N,\N,\N,\N,\N
"CTT5",\N,\N,\N,\N,\N,\N
"CU-0104",\N,\N,\N,\N,\N,\N
"CVB2",\N,\N,\N,\N,\N,\N
"CVF2",\N,\N,\N,\N,\N,\N
"CVF3",\N,\N,\N,\N,\N,\N
"CVL3",\N,\N,\N,\N,\N,\N
"CWD2",\N,\N,\N,\N,\N,\N
"CWF2",\N,\N,\N,\N,\N,\N
"CYAB",\N,\N,\N,\N,\N,\N
"CYAG",\N,\N,\N,\N,\N,\N
"CYAM",\N,"CYAM_GND","CYAM_TWR",\N,\N,"TOR_CTR"
"CYAU",\N,\N,\N,\N,\N,\N
"CYAV",\N,\N,\N,\N,\N,\N
"CYAW",\N,\N,\N,\N,\N,\N
"CYAX",\N,\N,\N,\N,\N,\N
"CYAY",\N,\N,\N,\N,\N,"CZQX_CTR"
"CYAZ",\N,\N,"CYZT_TWR",\N,\N,\N
"CYBA",\N,\N,\N,\N,\N,\N
"CYBB",\N,\N,\N,\N,\N,\N
"CYBC",\N,\N,\N,\N,\N,\N
"CYBD",\N,\N,\N,\N,\N,\N
"CYBE",\N,\N,\N,\N,\N,\N
"CYBF",\N,\N,\N,\N,\N,\N
"CYBG","CYBG_DEL","CYBG_GND","CYBG_TWR",\N,"CYBG_APP","MTL_CTR"
"CYBK",\N,\N,\N,\N,\N,\N
"CYBL",\N,\N,"CYBL_TWR",\N,\N,\N
"CYBR",\N,\N,\N,\N,\N,\N
"CYBW",\N,\N,\N,\N,\N,\N
"CYBX",\N,\N,\N,\N,\N,\N
"CYCB",\N,\N,\N,\N,\N,\N
"CYCC",\N,\N,\N,\N,\N,\N
"CYCD",\N,"CYCD_GND","CYCD_TWR",\N,\N,\N
"CYCE",\N,\N,\N,\N,\N,\N
"CYCG",\N,\N,"CYCG_TWR",\N,\N,\N
"CYCH",\N,\N,\N,\N,\N,\N
"CYCK",\N,\N,\N,\N,\N,\N
"CYCL",\N,\N,\N,\N,\N,\N
"CYCN",\N,\N,\N,\N,\N,\N
"CYCO",\N,\N,\N,\N,\N,\N
"CYCP",\N,\N,\N,\N,\N,\N
"CYCQ",\N,\N,\N,\N,\N,\N
"CYCT",\N,\N,\N,\N,\N,\N
"CYCW",\N,\N,\N,\N,\N,\N
"CYCY",\N,\N,\N,\N,\N,\N
"CYCZ",\N,\N,\N,\N,\N,\N
"CYDA",\N,\N,\N,\N,\N,\N
"CYDB",\N,\N,\N,\N,\N,\N
"CYDC",\N,\N,\N,\N,\N,\N
"CYDF",\N,\N,\N,\N,\N,"CZQX_CTR"
"CYDL",\N,\N,\N,\N,\N,\N
"CYDN",\N,\N,\N,\N,\N,\N
"CYDO",\N,\N,\N,\N,\N,\N
"CYDQ",\N,\N,\N,\N,\N,\N
"CYEE",\N,\N,\N,\N,\N,\N
"CYEG",\N,\N,\N,"CYEG_DEP","CZEG_APP","CZEG_CTR"
"CYEK",\N,\N,\N,\N,\N,\N
"CYEL",\N,\N,\N,\N,\N,\N
"CYEM",\N,\N,\N,\N,\N,\N
"CYEN",\N,\N,\N,\N,\N,\N
"CYES",\N,\N,\N,\N,\N,\N
"CYET",\N,\N,\N,\N,\N,\N
"CYEU",\N,\N,\N,\N,\N,\N
"CYEV",\N,\N,\N,\N,\N,\N
"CYEY",\N,\N,\N,\N,\N,\N
"CYFB",\N,\N,\N,\N,\N,\N
"CYFC",\N,"CYFC_GND","CYFC_TWR",\N,"CYSJ_APP","CZQM_CTR"
"CYFD",\N,\N,\N,\N,\N,\N
"CYFE",\N,\N,\N,\N,\N,\N
"CYFJ",\N,\N,\N,\N,\N,\N
"CYFO",\N,\N,\N,\N,\N,\N
"CYFR",\N,\N,\N,\N,\N,\N
"CYFS",\N,\N,\N,\N,\N,\N
"CYGB",\N,\N,\N,\N,\N,\N
"CYGD",\N,\N,\N,\N,\N,\N
"CYGE",\N,\N,\N,\N,\N,\N
"CYGH",\N,\N,\N,\N,\N,\N
"CYGK",\N,\N,\N,\N,\N,\N
"CYGL",\N,\N,\N,\N,\N,\N
"CYGM",\N,\N,\N,\N,\N,\N
"CYGP",\N,\N,\N,\N,\N,\N
"CYGQ",\N,\N,\N,\N,\N,\N
"CYGR",\N,\N,\N,\N,\N,\N
"CYGV",\N,\N,\N,\N,\N,\N
"CYHB",\N,\N,\N,\N,\N,\N
"CYHD",\N,\N,\N,\N,\N,\N
"CYHE",\N,\N,\N,\N,\N,\N
"CYHF",\N,\N,\N,\N,\N,\N
"CYHI",\N,\N,\N,\N,\N,\N
"CYHK",\N,\N,\N,\N,\N,\N
"CYHM",\N,"CYHM_GND","CYHM_TWR",\N,\N,"TOR_CTR"
"CYHN",\N,\N,\N,\N,\N,\N
"CYHR",\N,\N,\N,\N,\N,\N
"CYHS",\N,\N,\N,\N,\N,\N
"CYHU",\N,"CYHU_GND","CYHU_TWR","CYUL_DEP",\N,"MTL_CTR"
"CYHY",\N,\N,\N,\N,\N,\N
"CYHZ","CYHZ_DEL","CYHZ_GND","CYHZ_TWR",\N,"CYHZ_APP","CZQM_CTR"
"CYIB",\N,\N,\N,\N,\N,\N
"CYID",\N,\N,\N,\N,\N,\N
"CYIF",\N,\N,\N,\N,\N,\N
"CYIK",\N,\N,\N,\N,\N,\N
"CYIO",\N,\N,\N,\N,\N,\N
"CYJM",\N,\N,\N,\N,\N,\N
"CYJN",\N,"CYJN_GND","CYJN_TWR","CYUL_DEP",\N,"MTL_CTR"
"CYJT",\N,\N,\N,\N,\N,"CZQX_CTR"
"CYKA","CYKA_DEL",\N,"CYKA_TWR",\N,\N,\N
"CYKD",\N,\N,\N,\N,\N,\N
"CYKF",\N,"CYKF_GND","CYKF_TWR",\N,\N,"TOR_CTR"
"CYKL",\N,\N,\N,\N,\N,\N
"CYKM",\N,\N,\N,\N,\N,\N
"CYKO",\N,\N,\N,\N,\N,\N
"CYKX",\N,\N,\N,\N,\N,\N
"CYKY",\N,\N,\N,\N,\N,\N
"CYLB",\N,\N,\N,\N,\N,\N
"CYLD",\N,\N,\N,\N,\N,\N
"CYLI",\N,\N,\N,\N,\N,\N
"CYLJ",\N,\N,\N,\N,\N,\N
"CYLL",\N,\N,\N,\N,\N,\N
"CYLQ",\N,\N,\N,\N,\N,\N
"CYLR",\N,\N,\N,\N,\N,\N
"CYLS",\N,\N,\N,\N,\N,\N
"CYLT",\N,\N,\N,\N,\N,\N
"CYLW",\N,"CYLW_GND","CYLW_TWR",\N,\N,\N
"CYMA",\N,\N,\N,\N,\N,\N
"CYME",\N,\N,\N,\N,\N,\N
"CYMG",\N,\N,\N,\N,\N,\N
"CYMJ","CYMJ_DEL","CYMJ_GND","CYMJ_TWR",\N,"CYMJ_APP","CZWG_CTR"
"CYML",\N,\N,\N,\N,\N,\N
"CYMM",\N,\N,\N,\N,\N,\N
"CYMO",\N,\N,\N,\N,\N,\N
"CYMT",\N,\N,\N,\N,\N,\N
"CYMW",\N,\N,\N,\N,\N,\N
"CYMX",\N,"CYMX_GND","CYMX_TWR","CYUL_DEP",\N,"MTL_CTR"
"CYMY",\N,\N,\N,\N,\N,\N
"CYNA",\N,\N,\N,\N,\N,\N
"CYND",\N,\N,\N,"CYOW_DEP",\N,"MTL_CTR"
"CYNH",\N,\N,\N,\N,\N,\N
"CYNJ",\N,\N,\N,\N,\N,\N
"CYNM",\N,\N,\N,\N,\N,\N
"CYOA",\N,\N,\N,\N,\N,\N
"CYOC",\N,\N,\N,\N,\N,\N
"CYOD",\N,\N,\N,\N,\N,\N
"CYOJ",\N,\N,\N,\N,\N,\N
"CYOO",\N,"CYOO_GND","CYOO_TWR",\N,\N,"TOR_CTR"
"CYOP",\N,\N,\N,\N,\N,\N
"CYOS",\N,\N,\N,\N,\N,\N
"CYOW","CYOW_DEL","CYOW_GND","CYOW_TWR","CYOW_DEP","CYOW_APP","MTL_CTR"
"CYPA",\N,\N,\N,\N,\N,\N
"CYPC",\N,\N,\N,\N,\N,\N
"CYPD",\N,\N,\N,\N,\N,"CZQM_CTR"
"CYPE",\N,\N,\N,\N,\N,\N
"CYPG",\N,"CYPG_GND","CYPG_TWR","CYWG_DEP","CYWG_APP","CZWG_CTR"
"CYPK",\N,"CYPK_GND","CYPK_TWR",\N,\N,\N
"CYPL",\N,\N,\N,\N,\N,\N
"CYPN",\N,\N,\N,\N,\N,\N
"CYPQ",\N,\N,\N,\N,\N,\N
"CYPR",\N,\N,\N,\N,\N,\N
"CYPS",\N,\N,\N,\N,\N,\N
"CYPT",\N,\N,\N,\N,\N,\N
"CYPU",\N,\N,\N,\N,\N,\N
"CYPW",\N,\N,\N,\N,\N,\N
"CYPX",\N,\N,\N,\N,\N,\N
"CYPY",\N,\N,\N,\N,\N,\N
"CYPZ",\N,\N,\N,\N,\N,\N
"CYQA",\N,\N,\N,\N,\N,\N
"CYQB",\N,"CYQB_GND","CYQB_TWR",\N,"CYQB_APP","MTL_CTR"
"CYQD",\N,\N,\N,\N,\N,\N
"CYQF",\N,\N,\N,\N,\N,\N
"CYQG",\N,"YQG_GND","YQG_TWR",\N,\N,\N
"CYQH",\N,\N,\N,\N,\N,\N
"CYQI",\N,\N,\N,\N,\N,"CZQM_CTR"
"CYQK",\N,\N,\N,\N,\N,\N
"CYQL",\N,\N,\N,\N,\N,\N
"CYQM",\N,"CYQM_GND","CYQM_TWR",\N,"CYSJ_APP","CZQM_CTR"
"CYQN",\N,\N,\N,\N,\N,\N
"CYQQ","CYQQ_DEL","CYQQ_GND","CYQQ_TWR",\N,"CYQQ_APP",\N
"CYQR",\N,"CYQR_GND","CYQR_TWR",\N,\N,"CZWG_CTR"
"CYQS",\N,\N,\N,\N,\N,\N
"CYQT",\N,"CYQT_GND","CYQT_TWR",\N,"CYQT_APP","CZWG_CTR"
"CYQU",\N,\N,\N,\N,\N,\N
"CYQV",\N,\N,\N,\N,\N,\N
"CYQW",\N,\N,\N,\N,\N,\N
"CYQX",\N,"CYQX_GND","CYQX_TWR",\N,"CYQX_APP","CZQX_CTR"
"CYQY",\N,\N,\N,\N,\N,"CZQM_CTR"
"CYQZ",\N,\N,"CYWL_TWR",\N,\N,\N
"CYRB",\N,\N,\N,\N,\N,\N
"CYRC",\N,"CYRC_GND","CYRC_TWR",\N,"CYBG_APP","MTL_CTR"
"CYRI",\N,\N,\N,\N,\N,\N
"CYRJ",\N,\N,\N,\N,\N,\N
"CYRL",\N,\N,\N,\N,\N,\N
"CYRM",\N,\N,\N,\N,\N,\N
"CYRO",\N,\N,\N,\N,\N,\N
"CYRP",\N,\N,\N,\N,\N,\N
"CYRQ",\N,\N,\N,\N,\N,\N
"CYRT",\N,\N,\N,\N,\N,\N
"CYRV",\N,\N,\N,\N,\N,\N
"CYSA",\N,\N,\N,\N,\N,\N
"CYSB",\N,\N,\N,\N,\N,\N
"CYSC",\N,\N,\N,\N,\N,\N
"CYSE",\N,\N,\N,\N,\N,\N
"CYSG",\N,\N,\N,\N,\N,\N
"CYSH",\N,\N,\N,\N,\N,\N
"CYSJ",\N,\N,\N,\N,"CYSJ_APP","CZQM_CTR"
"CYSL",\N,\N,\N,\N,\N,\N
"CYSM",\N,\N,\N,\N,\N,\N
"CYSN",\N,\N,\N,\N,\N,\N
"CYSP",\N,\N,\N,\N,\N,\N
"CYSU",\N,\N,\N,\N,\N,\N
"CYSW",\N,\N,\N,\N,\N,\N
"CYSY",\N,\N,\N,\N,\N,\N
"CYSZ",\N,\N,\N,\N,\N,\N
"CYTA",\N,\N,\N,\N,\N,\N
"CYTE",\N,\N,\N,\N,\N,\N
"CYTF",\N,\N,\N,\N,\N,\N
"CYTH",\N,\N,\N,\N,\N,\N
"CYTN",\N,\N,\N,\N,\N,\N
"CYTR",\N,"CYTR_GND","CYTR_TWR",\N,\N,"TOR_CTR"
"CYTS",\N,\N,\N,\N,\N,\N
"CYTZ",\N,"CYTZ_GND","CYTZ_TWR",\N,"TOR_APP","TOR_CTR"
"CYUB",\N,\N,\N,\N,\N,\N
"CYUL","CYUL_DEL","CYUL_GND","CYUL_TWR","CYUL_DEP","CYUL_APP","MTL_CTR"
"CYUT",\N,\N,\N,\N,\N,\N
"CYUX",\N,\N,\N,\N,\N,\N
"CYUY",\N,\N,\N,\N,\N,\N
"CYVB",\N,\N,\N,\N,\N,\N
"CYVC",\N,\N,\N,\N,\N,\N
"CYVG",\N,\N,\N,\N,\N,\N
"CYVK",\N,\N,\N,\N,\N,\N
"CYVM",\N,\N,\N,\N,\N,\N
"CYVO",\N,\N,\N,\N,\N,\N
"CYVP",\N,\N,\N,\N,\N,\N
"CYVQ",\N,\N,\N,\N,\N,\N
"CYVR","CYVR_DEL","CYVR_GND","CYVR_TWR","CYVR_DEP","CYVR_APP",\N
"CYVT",\N,\N,\N,\N,\N,\N
"CYVV",\N,\N,\N,\N,\N,\N
"CYWA",\N,\N,\N,\N,\N,\N
"CYWG","CYWG_DEL","CYWG_GND","CYWG_TWR","CYWG_DEP","CYWG_APP","CZWG_CTR"
"CYWK",\N,\N,\N,\N,\N,\N
"CYWL",\N,\N,"CYWL_TWR",\N,\N,\N
"CYWM",\N,\N,\N,\N,\N,\N
"CYWV",\N,\N,\N,\N,\N,\N
"CYWY",\N,\N,\N,\N,\N,\N
"CYXC",\N,\N,"CYXC_TWR",\N,\N,\N
"CYXE",\N,"CYXE_GND","CYXE_TWR",\N,"CYXE_APP","CZWG_CTR"
"CYXH",\N,\N,\N,\N,\N,\N
"CYXJ",\N,\N,\N,\N,\N,\N
"CYXK",\N,\N,\N,\N,\N,\N
"CYXL",\N,\N,\N,\N,\N,\N
"CYXP",\N,\N,\N,\N,\N,\N
"CYXR",\N,\N,\N,\N,\N,\N
"CYXS",\N,"CYXS_GND","CYXS_TWR",\N,\N,\N
"CYXT",\N,\N,"CYXT_TWR",\N,\N,\N
"CYXU",\N,"CYXU_GND","CYXU_TWR",\N,\N,"TOR_CTR"
"CYXX",\N,"CYXX_GND","CYXX_TWR",\N,"CYYJ_APP",\N
"CYXY",\N,\N,\N,\N,\N,\N
"CYXZ",\N,\N,\N,\N,\N,\N
"CYYB",\N,\N,\N,\N,\N,\N
"CYYC",\N,\N,\N,"CYYC_DEP","CZEG_APP","CZEG_CTR"
"CYYD",\N,\N,"CYYD_TWR",\N,\N,\N
"CYYE",\N,\N,\N,\N,\N,\N
"CYYF",\N,"CYYF_GND","CYYF_TWR",\N,\N,\N
"CYYG",\N,\N,\N,\N,"CYSJ_APP","CZQM_CTR"
"CYYH",\N,\N,\N,\N,\N,\N
"CYYJ","CYYJ_DEL","CYYJ_GND","CYYJ_TWR",\N,\N,\N
"CYYL",\N,\N,\N,\N,\N,\N
"CYYN",\N,\N,\N,\N,\N,\N
"CYYO",\N,\N,\N,\N,\N,\N
"CYYQ",\N,\N,\N,\N,\N,\N
"CYYR","CYYR_DEL","CYYR_GND","CYYR_TWR",\N,"CYYR_APP","CZQX_CTR"
"CYYT",\N,"CYYT_GND","CYYT_TWR",\N,"CYYT_APP","CZQX_CTR"
"CYYU",\N,\N,\N,\N,\N,\N
"CYYW",\N,\N,\N,\N,\N,\N
"CYYY",\N,\N,\N,\N,\N,\N
"CYYZ","CYYZ_DEL","CYYZ_GND","CYYZ_TWR",\N,"TOR_APP","TOR_CTR"
"CYZD",\N,\N,\N,\N,\N,\N
"CYZE",\N,\N,\N,\N,\N,\N
"CYZF",\N,\N,\N,\N,\N,\N
"CYZH",\N,\N,\N,\N,\N,\N
"CYZP",\N,\N,"CYXT_TWR",\N,\N,\N
"CYZR",\N,\N,\N,\N,\N,\N
"CYZS",\N,\N,\N,\N,\N,\N
"CYZT",\N,\N,"CYZT_TWR",\N,\N,\N
"CYZU",\N,\N,\N,\N,\N,\N
"CYZV",\N,\N,\N,\N,\N,\N
"CYZW",\N,\N,\N,\N,\N,\N
"CYZX","CYZX_DEL","CYZX_GND","CYZX_TWR",\N,"CYZX_APP","CZQM_CTR"
"CYZY",\N,\N,\N,\N,\N,\N
"CZ-0049",\N,\N,\N,\N,\N,\N
"CZ-0050",\N,\N,\N,\N,\N,\N
"CZ-0058",\N,\N,\N,\N,\N,\N
"CZ-0059",\N,\N,\N,\N,\N,\N
"CZ-0060",\N,\N,\N,\N,\N,\N
"CZ-0061",\N,\N,\N,\N,\N,\N
"CZ-0064",\N,\N,\N,\N,\N,\N
"CZ-0065",\N,\N,\N,\N,\N,\N
"CZ-0066",\N,\N,\N,\N,\N,\N
"CZ-0067",\N,\N,\N,\N,\N,\N
"CZ-0069",\N,\N,\N,\N,\N,\N
"CZ-0071",\N,\N,\N,\N,\N,\N
"CZ-0072",\N,\N,\N,\N,\N,\N
"CZ-0073",\N,\N,\N,\N,\N,\N
"CZ-0074",\N,\N,\N,\N,\N,\N
"CZ-0095",\N,\N,\N,\N,\N,\N
"CZ-0097",\N,\N,\N,\N,\N,\N
"CZ-0099",\N,\N,\N,\N,\N,\N
"CZ-0100",\N,\N,\N,\N,\N,\N
"CZ-0101",\N,\N,\N,\N,\N,\N
"CZ-0102",\N,\N,\N,\N,\N,\N
"CZ-0103",\N,\N,\N,\N,\N,\N
"CZ-0104",\N,\N,\N,\N,\N,\N
"CZ-0105",\N,\N,\N,\N,\N,\N
"CZ-0156",\N,\N,\N,\N,\N,\N
"CZ-0193",\N,\N,\N,\N,\N,\N
"CZ-0194",\N,\N,\N,\N,\N,\N
"CZAM",\N,\N,\N,\N,\N,\N
"CZBA",\N,\N,\N,\N,\N,\N
"CZBB",\N,"CZBB_GND","CZBB_TWR",\N,\N,\N
"CZBF",\N,\N,\N,\N,\N,\N
"CZBM",\N,\N,\N,\N,\N,\N
"CZFA",\N,\N,\N,\N,\N,\N
"CZFM",\N,\N,\N,\N,\N,\N
"CZFN",\N,\N,\N,\N,\N,\N
"CZGF",\N,\N,\N,\N,\N,\N
"CZHP",\N,\N,\N,\N,\N,\N
"CZJN",\N,\N,\N,\N,\N,\N
"CZML",\N,\N,\N,\N,\N,\N
"CZMT",\N,\N,\N,\N,\N,\N
"CZNL",\N,\N,\N,\N,\N,\N
"CZPC",\N,\N,\N,\N,\N,\N
"CZST",\N,\N,\N,\N,\N,\N
"CZUC",\N,\N,\N,\N,\N,\N
"CZUM",\N,\N,\N,\N,\N,\N
"CZVL",\N,\N,\N,\N,\N,\N
"D38",\N,\N,\N,\N,\N,\N
"DAAD",\N,\N,\N,\N,\N,\N
"DAAE",\N,\N,\N,\N,\N,\N
"DAAG",\N,\N,\N,\N,\N,\N
"DAAJ",\N,\N,\N,\N,\N,\N
"DAAP",\N,\N,\N,\N,\N,\N
"DAAT",\N,\N,\N,\N,\N,\N
"DAAV",\N,\N,\N,\N,\N,\N
"DABB",\N,\N,\N,\N,\N,\N
"DABC",\N,\N,\N,\N,\N,\N
"DABS",\N,\N,\N,\N,\N,\N
"DABT",\N,\N,\N,\N,\N,\N
"DALH",\N,\N,\N,\N,\N,\N
"DAOB",\N,\N,\N,\N,\N,\N
"DAOI",\N,\N,\N,\N,\N,\N
"DAOL",\N,\N,\N,\N,\N,\N
"DAON",\N,\N,\N,\N,\N,\N
"DAOO",\N,\N,\N,\N,\N,\N
"DAOV",\N,\N,\N,\N,\N,\N
"DAUA",\N,\N,\N,\N,\N,\N
"DAUE",\N,\N,\N,\N,\N,\N
"DAUG",\N,\N,\N,\N,\N,\N
"DAUH",\N,\N,\N,\N,\N,\N
"DAUI",\N,\N,\N,\N,\N,\N
"DAUK",\N,\N,\N,\N,\N,\N
"DAUO",\N,\N,\N,\N,\N,\N
"DAUT",\N,\N,\N,\N,\N,\N
"DAUZ",\N,\N,\N,\N,\N,\N
"DBBB",\N,\N,\N,\N,\N,\N
"DE-0006",\N,\N,\N,\N,\N,\N
"DE-0042",\N,\N,\N,\N,\N,\N
"DE-0043",\N,\N,\N,\N,\N,\N
"DE-0047",\N,\N,\N,\N,\N,\N
"DE-0065",\N,\N,\N,\N,\N,\N
"DE-0094",\N,\N,\N,\N,\N,\N
"DE-0106",\N,\N,\N,\N,\N,\N
"DE-0111",\N,\N,\N,\N,\N,\N
"DE-0113",\N,\N,\N,\N,\N,\N
"DE-0114",\N,\N,\N,\N,\N,\N
"DE-0118",\N,\N,\N,\N,\N,\N
"DE-0125",\N,\N,\N,\N,\N,\N
"DE-0137",\N,\N,\N,\N,\N,\N
"DE-0150",\N,\N,\N,\N,\N,\N
"DE-0190",\N,\N,\N,\N,\N,\N
"DE-0195",\N,\N,\N,\N,\N,\N
"DE-0198",\N,\N,\N,\N,\N,\N
"DE-0201",\N,\N,\N,\N,\N,\N
"DE-0202",\N,\N,\N,\N,\N,\N
"DE-0229",\N,\N,\N,\N,\N,\N
"DE-0234",\N,\N,\N,\N,\N,\N
"DE-0238",\N,\N,\N,\N,\N,\N
"DE-0240",\N,\N,\N,\N,\N,\N
"DE-0243",\N,\N,\N,\N,\N,\N
"DE-0247",\N,\N,\N,\N,\N,\N
"DE-0273",\N,\N,\N,\N,\N,\N
"DE-0276",\N,\N,\N,\N,\N,\N
"DE-0285",\N,\N,\N,\N,\N,\N
"DE-0289",\N,\N,\N,\N,\N,\N
"DE-0291",\N,\N,\N,\N,\N,\N
"DE-0293",\N,\N,\N,\N,\N,\N
"DE-0295",\N,\N,\N,\N,\N,\N
"DE-0304",\N,\N,\N,\N,\N,\N
"DE-0309",\N,\N,\N,\N,\N,\N
"DE-0311",\N,\N,\N,\N,\N,\N
"DE-0313",\N,\N,\N,\N,\N,\N
"DE-0314",\N,\N,\N,\N,\N,\N
"DE-0321",\N,\N,\N,\N,\N,\N
"DE-0322",\N,\N,\N,\N,\N,\N
"DE-0334",\N,\N,\N,\N,\N,\N
"DE-0336",\N,\N,\N,\N,\N,\N
"DE-0337",\N,\N,\N,\N,\N,\N
"DE-0338",\N,\N,\N,\N,\N,\N
"DE-0339",\N,\N,\N,\N,\N,\N
"DE-0345",\N,\N,\N,\N,\N,\N
"DE-0348",\N,\N,\N,\N,\N,\N
"DE-0381",\N,\N,\N,\N,\N,\N
"DE-0408",\N,\N,\N,\N,\N,\N
"DE-0412",\N,\N,\N,\N,\N,\N
"DE-0416",\N,\N,\N,\N,\N,\N
"DE-0440",\N,\N,\N,\N,\N,\N
"DE-0456",\N,\N,\N,\N,\N,\N
"DE-0875",\N,\N,\N,\N,\N,\N
"DE-0876",\N,\N,\N,\N,\N,\N
"DE-0877",\N,\N,\N,\N,\N,\N
"DE-0878",\N,\N,\N,\N,\N,\N
"DE-0879",\N,\N,\N,\N,\N,\N
"DE-0880",\N,\N,\N,\N,\N,\N
"DE-0881",\N,\N,\N,\N,\N,\N
"DE-0882",\N,\N,\N,\N,\N,\N
"DE-0883",\N,\N,\N,\N,\N,\N
"DE-0884",\N,\N,\N,\N,\N,\N
"DE-0885",\N,\N,\N,\N,\N,\N
"DE-0886",\N,\N,\N,\N,\N,\N
"DE-0903",\N,\N,\N,\N,\N,\N
"DE-0905",\N,\N,\N,\N,\N,\N
"DE-0908",\N,\N,\N,\N,\N,\N
"DFFD",\N,\N,\N,\N,\N,\N
"DFOO",\N,\N,\N,\N,\N,\N
"DGAA",\N,\N,\N,\N,\N,\N
"DGAH",\N,\N,\N,\N,\N,\N
"DGLE",\N,\N,\N,\N,\N,\N
"DGSI",\N,\N,\N,\N,\N,\N
"DGSN",\N,\N,\N,\N,\N,\N
"DGTK",\N,\N,\N,\N,\N,\N
"DIAP",\N,\N,\N,\N,\N,\N
"DIBK",\N,\N,\N,\N,\N,\N
"DIDL",\N,\N,\N,\N,\N,\N
"DIKO",\N,\N,\N,\N,\N,\N
"DIMN",\N,\N,\N,\N,\N,\N
"DIOD",\N,\N,\N,\N,\N,\N
"DISP",\N,\N,\N,\N,\N,\N
"DIYO",\N,\N,\N,\N,\N,\N
"DN53",\N,\N,\N,\N,\N,\N
"DN55",\N,\N,\N,\N,\N,\N
"DN56",\N,\N,\N,\N,\N,\N
"DN57",\N,\N,\N,\N,\N,\N
"DNAA",\N,\N,\N,\N,\N,\N
"DNAK",\N,\N,\N,\N,\N,\N
"DNAS",\N,\N,\N,\N,\N,\N
"DNBC",\N,\N,\N,\N,\N,\N
"DNBE",\N,\N,\N,\N,\N,\N
"DNCA",\N,\N,\N,\N,\N,\N
"DNDS",\N,\N,\N,\N,\N,\N
"DNEN",\N,\N,\N,\N,\N,\N
"DNIB",\N,\N,\N,\N,\N,\N
"DNIL",\N,\N,\N,\N,\N,\N
"DNIM",\N,\N,\N,\N,\N,\N
"DNJO",\N,\N,\N,\N,\N,\N
"DNKA",\N,\N,\N,\N,\N,\N
"DNKN",\N,\N,\N,\N,\N,\N
"DNMA",\N,\N,\N,\N,\N,\N
"DNMK",\N,\N,\N,\N,\N,\N
"DNMM",\N,\N,\N,\N,\N,\N
"DNMN",\N,\N,\N,\N,\N,\N
"DNPO",\N,\N,\N,\N,\N,\N
"DNSO",\N,\N,\N,\N,\N,\N
"DNSU",\N,\N,\N,\N,\N,\N
